,race_id,season,race_number,date,site,cars,winner,start,make/model,len,sfc,miles,purse,pole,cautions,caution_laps,speed,lc,href
239,239,2008,24,2008-08-23,Bristol,43,Carl Edwards,1,Ford,0.533,P,267,5404017.0,121.86,8,56,91.581,4,https://www.racing-reference.info/race-results/2008_Sharpie_500/W
240,240,2008,25,2008-08-31,Fontana,43,Jimmie Johnson,1,Chevrolet,2.0,P,500,5280964.0,180.397,8,34,138.857,20,https://www.racing-reference.info/race-results/2008_Pepsi_500/W
241,241,2008,26,2008-09-07,Richmond,43,Jimmie Johnson,3,Chevrolet,0.75,P,300,4378691.0,,14,71,92.68,22,https://www.racing-reference.info/race-results/2008_Chevy_Rock_And_Roll_400/W
242,242,2008,27,2008-09-14,Loudon,43,Greg Biffle,9,Ford,1.058,P,317,4574532.0,,8,37,105.468,14,https://www.racing-reference.info/race-results/2008_Sylvania_300/W
243,243,2008,28,2008-09-21,Dover,43,Greg Biffle,5,Ford,1.0,P,400,4452824.0,157.061,10,45,114.168,15,https://www.racing-reference.info/race-results/2008_Camping_World_RV_400_Presented_by_AAA/W
244,244,2008,29,2008-09-28,Kansas,43,Jimmie Johnson,1,Chevrolet,1.5,P,401,5247434.0,172.007,7,25,133.549,16,https://www.racing-reference.info/race-results/2008_Camping_World_RV_400_Presented_by_Coleman/W
245,245,2008,30,2008-10-05,Talladega,43,Tony Stewart,34,Toyota,2.66,P,505,4601660.0,187.364,10,41,140.281,64,https://www.racing-reference.info/race-results/2008_AMP_Energy_500/W
246,246,2008,31,2008-10-11,Charlotte,43,Jeff Burton,4,Chevrolet,1.5,P,501,4465390.0,,10,49,133.699,24,https://www.racing-reference.info/race-results/2008_Bank_Of_America_500/W
247,247,2008,32,2008-10-19,Martinsville,43,Jimmie Johnson,1,Chevrolet,0.526,P,265,4211052.0,,12,76,75.931,14,https://www.racing-reference.info/race-results/2008_Tums_QuikPak_500/W
248,248,2008,33,2008-10-26,Atlanta,43,Carl Edwards,4,Ford,1.54,P,501,5323204.0,,10,43,134.272,18,https://www.racing-reference.info/race-results/2008_Pep_Boys_Auto_500/W
249,249,2008,34,2008-11-02,Fort Worth,43,Carl Edwards,16,Ford,1.5,P,501,6307007.0,188.469,5,26,144.219,16,https://www.racing-reference.info/race-results/2008_Dickies_500/W
250,250,2008,35,2008-11-09,Phoenix,43,Jimmie Johnson,1,Chevrolet,1.0,P,313,4331086.0,134.725,10,55,97.804,9,https://www.racing-reference.info/race-results/2008_Checker_O%27Reilly_Auto_Parts_500_Presented_by_Pennzoil/W
251,251,2008,36,2008-11-16,Homestead,43,Carl Edwards,4,Ford,1.5,P,401,4523573.0,171.636,7,31,129.472,15,https://www.racing-reference.info/race-results/2008_Ford_400/W
252,252,2009,1,2009-02-15,Daytona,43,Matt Kenseth,39,Ford,2.5,P,380,16378767.0,188.001,8,35,132.816,9,https://www.racing-reference.info/race-results/2009_Daytona_500/W
253,253,2009,2,2009-02-22,Fontana,43,Matt Kenseth,24,Ford,2.0,P,500,5350787.0,183.439,5,43,135.839,19,https://www.racing-reference.info/race-results/2009_Auto_Club_500/W
254,254,2009,3,2009-03-01,Las Vegas,43,Kyle Busch,1,Toyota,1.5,P,428,5697941.0,185.995,14,66,119.515,16,https://www.racing-reference.info/race-results/2009_Shelby_427/W
255,255,2009,4,2009-03-08,Atlanta,43,Kurt Busch,2,Dodge,1.54,P,508,4383518.0,187.045,11,54,127.573,13,https://www.racing-reference.info/race-results/2009_Kobalt_Tools_500/W
256,256,2009,5,2009-03-22,Bristol,43,Kyle Busch,19,Toyota,0.533,P,268,4917965.0,125.773,9,58,92.139,13,https://www.racing-reference.info/race-results/2009_Food_City_500/W
257,257,2009,6,2009-03-29,Martinsville,43,Jimmie Johnson,9,Chevrolet,0.526,P,263,4344736.0,,12,66,75.938,13,https://www.racing-reference.info/race-results/2009_Goody%27s_Fast_Pain_Relief_500/W
258,258,2009,7,2009-04-05,Fort Worth,43,Jeff Gordon,2,Chevrolet,1.5,P,501,6417574.0,190.517,6,30,146.372,28,https://www.racing-reference.info/race-results/2009_Samsung_500/W
259,259,2009,8,2009-04-18,Phoenix,43,Mark Martin,1,Chevrolet,1.0,P,312,4379448.0,133.814,6,29,108.042,14,https://www.racing-reference.info/race-results/2009_Subway_Fresh_Fit_500/W
260,260,2009,9,2009-04-26,Talladega,43,Brad Keselowski,9,Chevrolet,2.66,P,500,5319301.0,188.171,9,33,147.565,57,https://www.racing-reference.info/race-results/2009_Aaron%27s_499/W
261,261,2009,10,2009-05-02,Richmond,43,Kyle Busch,14,Toyota,0.75,P,300,4452331.0,127.131,15,79,90.627,21,https://www.racing-reference.info/race-results/2009_Crown_Royal_Presents_the_Russ_Friedman_400/W
262,262,2009,11,2009-05-09,Darlington,43,Mark Martin,12,Chevrolet,1.366,P,501,4890227.0,179.514,17,73,119.687,23,https://www.racing-reference.info/race-results/2009_Southern_500/W
263,263,2009,12,2009-05-25,Charlotte,43,David Reutimann,21,Toyota,1.5,P,341,5814244.0,188.475,6,40,120.899,14,https://www.racing-reference.info/race-results/2009_Coca-Cola_600/W
264,264,2009,13,2009-05-31,Dover,43,Jimmie Johnson,8,Chevrolet,1.0,P,400,5109181.0,156.794,10,43,115.237,25,https://www.racing-reference.info/race-results/2009_Autism_Speaks_400_Presented_by_Heluva_Good/W
265,265,2009,14,2009-06-07,Pocono,43,Tony Stewart,1,Chevrolet,2.5,P,500,4355434.0,,5,20,138.515,22,https://www.racing-reference.info/race-results/2009_Pocono_500/W
266,266,2009,15,2009-06-14,Michigan,43,Mark Martin,32,Chevrolet,2.0,P,400,4546348.0,189.11,3,14,155.491,11,https://www.racing-reference.info/race-results/2009_LifeLock_400/W
267,267,2009,16,2009-06-21,Sonoma,43,Kasey Kahne,5,Dodge,1.99,R,225,4863147.0,93.678,7,20,71.012,10,https://www.racing-reference.info/race-results/2009_Toyota_Save_Mart_350/W
268,268,2009,17,2009-06-28,Loudon,43,Joey Logano,24,Toyota,1.058,P,289,4659650.0,,11,47,97.497,21,https://www.racing-reference.info/race-results/2009_Lenox_Industrial_Tools_301/W
269,269,2009,18,2009-07-04,Daytona,43,Tony Stewart,1,Chevrolet,2.5,P,400,5472955.0,,8,30,142.461,23,https://www.racing-reference.info/race-results/2009_Coke_Zero_400_Powered_by_Coca-Cola/W
270,270,2009,19,2009-07-11,Chicago,43,Mark Martin,14,Chevrolet,1.5,P,401,5349180.0,184.162,7,30,133.804,10,https://www.racing-reference.info/race-results/2009_LifeLock.com_400/W
271,271,2009,20,2009-07-26,Indianapolis,43,Jimmie Johnson,16,Chevrolet,2.5,P,400,8393098.0,182.054,3,14,145.882,9,https://www.racing-reference.info/race-results/2009_Allstate_400_At_The_Brickyard/W
272,272,2009,21,2009-08-03,Pocono,43,Denny Hamlin,6,Toyota,2.5,P,500,4355434.0,,10,39,126.396,17,https://www.racing-reference.info/race-results/2009_Sunoco_Red_Cross_Pennsylvania_500/W
273,273,2009,22,2009-08-10,Watkins Glen,43,Tony Stewart,13,Chevrolet,2.45,R,221,4237178.0,123.663,5,13,90.297,12,https://www.racing-reference.info/race-results/2009_Heluva_Good_Sour_Cream_Dips_at_The_Glen/W
274,274,2009,23,2009-08-16,Michigan,43,Brian Vickers,1,Toyota,2.0,P,400,4543312.0,187.242,7,36,131.531,25,https://www.racing-reference.info/race-results/2009_Carfax_400/W
275,275,2009,24,2009-08-22,Bristol,43,Kyle Busch,15,Toyota,0.533,P,267,5505843.0,124.484,11,76,84.82,12,https://www.racing-reference.info/race-results/2009_Sharpie_500/W
276,276,2009,25,2009-09-06,Atlanta,43,Kasey Kahne,2,Dodge,1.54,P,501,5437530.0,184.149,9,42,134.033,31,https://www.racing-reference.info/race-results/2009_Pep_Boys_Auto_500/W
277,277,2009,26,2009-09-12,Richmond,43,Denny Hamlin,3,Toyota,0.75,P,300,4469809.0,126.808,10,56,96.601,12,https://www.racing-reference.info/race-results/2009_Chevy_Rock_And_Roll_400/W
278,278,2009,27,2009-09-20,Loudon,43,Mark Martin,14,Chevrolet,1.058,P,317,4671250.0,133.431,11,48,100.753,20,https://www.racing-reference.info/race-results/2009_Sylvania_300/W
279,279,2009,28,2009-09-27,Dover,43,Jimmie Johnson,1,Chevrolet,1.0,P,400,4538042.0,157.356,9,38,118.704,6,https://www.racing-reference.info/race-results/2009_AAA_400/W
280,280,2009,29,2009-10-04,Kansas,43,Tony Stewart,5,Chevrolet,1.5,P,401,5349180.0,175.758,6,23,137.144,26,https://www.racing-reference.info/race-results/2009_Price_Chopper_400_Presented_by_Kraft_Foods/W
281,281,2009,30,2009-10-11,Fontana,43,Jimmie Johnson,3,Chevrolet,2.0,P,500,5366182.0,183.87,8,30,143.908,29,https://www.racing-reference.info/race-results/2009_Pepsi_500/W
282,282,2009,31,2009-10-17,Charlotte,43,Jimmie Johnson,1,Chevrolet,1.5,P,501,4589608.0,192.376,10,42,137.658,22,https://www.racing-reference.info/race-results/2009_NASCAR_Banking_500_Only_From_Bank_of_America/W
283,283,2009,32,2009-10-25,Martinsville,43,Denny Hamlin,17,Toyota,0.526,P,264,4306070.0,96.795,15,77,73.633,21,https://www.racing-reference.info/race-results/2009_Tums_Fast_Relief_500/W
284,284,2009,33,2009-11-01,Talladega,43,Jamie McMurray,22,Ford,2.66,P,508,4724853.0,,6,23,157.213,60,https://www.racing-reference.info/race-results/2009_AMP_Energy_500/W
285,285,2009,34,2009-11-08,Fort Worth,43,Kurt Busch,3,Dodge,1.5,P,501,6392225.0,191.117,5,26,147.137,13,https://www.racing-reference.info/race-results/2009_Dickies_500/W
286,286,2009,35,2009-11-15,Phoenix,43,Jimmie Johnson,3,Chevrolet,1.0,P,312,4416304.0,135.12,4,23,110.486,9,https://www.racing-reference.info/race-results/2009_Checker_O%27Reilly_Auto_Parts_500/W
287,287,2009,36,2009-11-22,Homestead,43,Denny Hamlin,38,Toyota,1.5,P,401,4662766.0,173.919,7,31,126.986,18,https://www.racing-reference.info/race-results/2009_Ford_400/W
288,288,2010,1,2010-02-14,Daytona,43,Jamie McMurray,13,Chevrolet,2.5,P,520,16280466.0,191.188,9,40,137.284,52,https://www.racing-reference.info/race-results/2010_Daytona_500/W
289,289,2010,2,2010-02-21,Fontana,43,Jimmie Johnson,7,Chevrolet,2.0,P,500,5240654.0,183.744,6,30,141.911,26,https://www.racing-reference.info/race-results/2010_Auto_Club_500/W
290,290,2010,3,2010-02-28,Las Vegas,43,Jimmie Johnson,20,Chevrolet,1.5,P,401,5492793.0,188.719,7,29,141.45,18,https://www.racing-reference.info/race-results/2010_Shelby_American/W
291,291,2010,4,2010-03-07,Atlanta,43,Kurt Busch,11,Dodge,1.54,P,525,4292301.0,192.761,11,53,131.294,31,https://www.racing-reference.info/race-results/2010_Kobalt_Tools_500/W
292,292,2010,5,2010-03-21,Bristol,43,Jimmie Johnson,4,Chevrolet,0.533,P,267,4773304.0,124.63,10,103,79.618,29,https://www.racing-reference.info/race-results/2010_Food_City_500/W
293,293,2010,6,2010-03-29,Martinsville,43,Denny Hamlin,19,Toyota,0.526,P,267,4256308.0,,13,79,73.18,24,https://www.racing-reference.info/race-results/2010_Goody%27s_Fast_Pain_Relief_500/W
294,294,2010,7,2010-04-10,Phoenix,43,Ryan Newman,14,Chevrolet,1.0,P,378,4608604.0,134.675,9,59,99.372,20,https://www.racing-reference.info/race-results/2010_Subway_Fresh_Fit_600/W
295,295,2010,8,2010-04-19,Fort Worth,43,Denny Hamlin,29,Toyota,1.5,P,501,6196462.0,191.327,7,32,146.23,29,https://www.racing-reference.info/race-results/2010_Samsung_Mobile_500/W
296,296,2010,9,2010-04-25,Talladega,43,Kevin Harvick,4,Chevrolet,2.66,P,532,5209442.0,,8,32,150.59,88,https://www.racing-reference.info/race-results/2010_Aaron%27s_499/W
297,297,2010,10,2010-05-01,Richmond,43,Kyle Busch,1,Toyota,0.75,P,300,4364236.0,127.077,6,37,99.567,12,https://www.racing-reference.info/race-results/2010_Crown_Royal_Presents_the_Heath_Calhoun_400/W
298,298,2010,11,2010-05-08,Darlington,43,Denny Hamlin,8,Toyota,1.366,P,501,4829851.0,180.37,11,56,126.605,20,https://www.racing-reference.info/race-results/2010_Showtime_Southern_500/W
299,299,2010,12,2010-05-16,Dover,43,Kyle Busch,4,Toyota,1.0,P,400,5026909.0,157.315,5,24,128.79,20,https://www.racing-reference.info/race-results/2010_Autism_Speaks_400_Presented_by_Hershey%27s/W
300,300,2010,13,2010-05-30,Charlotte,43,Kurt Busch,2,Dodge,1.5,P,600,5653815.0,187.546,8,34,144.966,33,https://www.racing-reference.info/race-results/2010_Coca-Cola_600/W
301,301,2010,14,2010-06-06,Pocono,43,Denny Hamlin,5,Toyota,2.5,P,510,4284518.0,169.485,8,27,136.303,14,https://www.racing-reference.info/race-results/2010_Gillette_Fusion_ProGlide_500_Presented_by_Target/W
302,302,2010,15,2010-06-13,Michigan,43,Denny Hamlin,7,Toyota,2.0,P,400,4448849.0,189.984,4,14,156.386,18,https://www.racing-reference.info/race-results/2010_Heluva_Good_Sour_Cream_Dips_400/W
303,303,2010,16,2010-06-20,Sonoma,43,Jimmie Johnson,2,Chevrolet,1.99,R,219,4805478.0,93.893,7,14,74.357,12,https://www.racing-reference.info/race-results/2010_Toyota_Save_Mart_350/W
304,304,2010,17,2010-06-27,Loudon,43,Jimmie Johnson,10,Chevrolet,1.058,P,318,4561260.0,132.337,4,19,113.308,14,https://www.racing-reference.info/race-results/2010_Lenox_Industrial_Tools_301/W
305,305,2010,18,2010-07-03,Daytona,43,Kevin Harvick,1,Chevrolet,2.5,P,415,5353245.0,,9,37,130.814,47,https://www.racing-reference.info/race-results/2010_Coke_Zero_400_Powered_by_Coca-Cola/W
306,306,2010,19,2010-07-10,Chicago,43,David Reutimann,7,Toyota,1.5,P,401,5242908.0,183.542,4,21,145.138,10,https://www.racing-reference.info/race-results/2010_LifeLock.com_400/W
307,307,2010,20,2010-07-25,Indianapolis,43,Jamie McMurray,4,Chevrolet,2.5,P,400,8055895.0,182.253,6,25,136.054,14,https://www.racing-reference.info/race-results/2010_Brickyard_400/W
308,308,2010,21,2010-08-01,Pocono,43,Greg Biffle,12,Ford,2.5,P,500,4284518.0,171.393,5,31,132.246,19,https://www.racing-reference.info/race-results/2010_Sunoco_Red_Cross_Pennsylvania_500/W
309,309,2010,22,2010-08-08,Watkins Glen,43,Juan Pablo Montoya,3,Chevrolet,2.45,R,221,4170595.0,124.432,5,13,91.96,10,https://www.racing-reference.info/race-results/2010_Heluva_Good_Sour_Cream_Dips_at_The_Glen/W
310,310,2010,23,2010-08-15,Michigan,43,Kevin Harvick,8,Chevrolet,2.0,P,400,4444116.0,187.183,5,25,144.029,17,https://www.racing-reference.info/race-results/2010_Carfax_400/W
311,311,2010,24,2010-08-21,Bristol,43,Kyle Busch,19,Toyota,0.533,P,267,5383905.0,123.475,7,39,99.071,15,https://www.racing-reference.info/race-results/2010_Irwin_Tools_Night_Race/W
312,312,2010,25,2010-09-05,Atlanta,43,Tony Stewart,5,Chevrolet,1.54,P,501,5322422.0,187.38,8,53,129.041,22,https://www.racing-reference.info/race-results/2010_Emory_Healthcare_500/W
313,313,2010,26,2010-09-11,Richmond,43,Denny Hamlin,14,Toyota,0.75,P,300,4379963.0,127.762,3,28,104.096,14,https://www.racing-reference.info/race-results/2010_Air_Guard_400/W
314,314,2010,27,2010-09-19,Loudon,43,Clint Bowyer,2,Chevrolet,1.058,P,317,4559260.0,133.572,8,34,106.769,21,https://www.racing-reference.info/race-results/2010_Sylvania_300/W
315,315,2010,28,2010-09-26,Dover,43,Jimmie Johnson,1,Chevrolet,1.0,P,400,4441372.0,155.736,4,19,131.543,16,https://www.racing-reference.info/race-results/2010_AAA_400/W
316,316,2010,29,2010-10-03,Kansas,43,Greg Biffle,5,Ford,1.5,P,401,5242908.0,174.644,5,24,138.077,20,https://www.racing-reference.info/race-results/2010_Price_Chopper_400_Presented_by_Kraft_Foods/W
317,317,2010,30,2010-10-10,Fontana,43,Tony Stewart,22,Chevrolet,2.0,P,400,4573915.0,185.285,9,36,131.953,23,https://www.racing-reference.info/race-results/2010_Pepsi_Max_400/W
318,318,2010,31,2010-10-16,Charlotte,43,Jamie McMurray,27,Chevrolet,1.5,P,501,4445482.0,191.544,9,39,140.391,27,https://www.racing-reference.info/race-results/2010_Bank_of_America_500/W
319,319,2010,32,2010-10-24,Martinsville,43,Denny Hamlin,1,Toyota,0.526,P,263,4230598.0,97.018,15,90,71.619,24,https://www.racing-reference.info/race-results/2010_Tums_Fast_Relief_500/W
320,320,2010,33,2010-10-31,Talladega,43,Clint Bowyer,2,Chevrolet,2.66,P,500,4614703.0,184.64,6,19,163.618,87,https://www.racing-reference.info/race-results/2010_Amp_Energy_Juice_500/W
321,321,2010,34,2010-11-07,Fort Worth,43,Denny Hamlin,30,Toyota,1.5,P,501,6108138.0,195.397,9,40,140.456,33,https://www.racing-reference.info/race-results/2010_AAA_Texas_500/W
322,322,2010,35,2010-11-14,Phoenix,43,Carl Edwards,1,Ford,1.0,P,312,4329809.0,136.389,5,25,110.758,13,https://www.racing-reference.info/race-results/2010_Kobalt_Tools_500_%28November%29/W
323,323,2010,36,2010-11-21,Homestead,43,Carl Edwards,2,Ford,1.5,P,401,4553625.0,176.904,10,41,126.585,22,https://www.racing-reference.info/race-results/2010_Ford_400/W
324,324,2011,1,2011-02-20,Daytona,43,Trevor Bayne,32,Ford,2.5,P,520,16649729.0,186.089,16,60,130.326,74,https://www.racing-reference.info/race-results/2011_Daytona_500/W
325,325,2011,2,2011-02-27,Phoenix,43,Jeff Gordon,20,Chevrolet,1.0,P,312,4324824.0,137.279,8,43,102.961,28,https://www.racing-reference.info/race-results/2011_Subway_Fresh_Fit_500/W
326,326,2011,3,2011-03-06,Las Vegas,43,Carl Edwards,3,Ford,1.5,P,401,5512356.0,188.884,7,35,135.508,21,https://www.racing-reference.info/race-results/2011_Kobalt_Tools_400/W
327,327,2011,4,2011-03-20,Bristol,43,Kyle Busch,12,Toyota,0.533,P,267,4778416.0,128.014,10,57,91.941,17,https://www.racing-reference.info/race-results/2011_Jeff_Byrd_500_Presented_by_Food_City/W
328,328,2011,5,2011-03-27,Fontana,43,Kevin Harvick,24,Chevrolet,2.0,P,400,5036976.0,184.653,4,16,150.849,18,https://www.racing-reference.info/race-results/2011_Auto_Club_400/W
329,329,2011,6,2011-04-03,Martinsville,43,Kevin Harvick,9,Chevrolet,0.526,P,263,4295270.0,96.509,11,72,74.195,31,https://www.racing-reference.info/race-results/2011_Goodys_Fast_Relief_500/W
330,330,2011,7,2011-04-09,Fort Worth,43,Matt Kenseth,4,Ford,1.5,P,501,6178941.0,189.82,5,24,149.231,31,https://www.racing-reference.info/race-results/2011_Samsung_Mobile_500/W
331,331,2011,8,2011-04-17,Talladega,43,Jimmie Johnson,2,Chevrolet,2.66,P,500,5239918.0,178.248,6,24,156.261,88,https://www.racing-reference.info/race-results/2011_Aarons_499/W
332,332,2011,9,2011-04-30,Richmond,43,Kyle Busch,20,Toyota,0.75,P,300,4380300.0,128.639,8,60,95.28,14,https://www.racing-reference.info/race-results/2011_Crown_Royal_Presents_the_Matthew_and_Daniel_Hansen_400/W
333,333,2011,10,2011-05-07,Darlington,43,Regan Smith,23,Chevrolet,1.366,P,505,4871561.0,181.254,11,46,129.678,21,https://www.racing-reference.info/race-results/2011_Showtime_Southern_500/W
334,334,2011,11,2011-05-15,Dover,43,Matt Kenseth,24,Ford,1.0,P,400,5052965.0,,6,28,125.578,23,https://www.racing-reference.info/race-results/2011_FedEx_400_Benefitting_Autism_Speaks/W
335,335,2011,12,2011-05-29,Charlotte,43,Kevin Harvick,28,Chevrolet,1.5,P,603,5654327.0,192.089,14,64,132.414,38,https://www.racing-reference.info/race-results/2011_Coca-Cola_600/W
336,336,2011,13,2011-06-05,Kansas,43,Brad Keselowski,25,Dodge,1.5,P,401,4579497.0,174.752,5,22,137.184,17,https://www.racing-reference.info/race-results/2011_STP_400/W
337,337,2011,14,2011-06-12,Pocono,43,Jeff Gordon,3,Chevrolet,2.5,P,500,4304570.0,171.579,4,14,145.384,18,https://www.racing-reference.info/race-results/2011_5-Hour_Energy_500/W
338,338,2011,15,2011-06-19,Michigan,43,Denny Hamlin,10,Toyota,2.0,P,400,4460684.0,188.699,5,18,153.029,21,https://www.racing-reference.info/race-results/2011_Heluva_Good_Sour_Cream_Dips_400/W
339,339,2011,16,2011-06-26,Sonoma,43,Kurt Busch,11,Dodge,1.99,R,219,4849906.0,93.256,5,17,75.411,12,https://www.racing-reference.info/race-results/2011_Toyota_Save_Mart_350/W
340,340,2011,17,2011-07-02,Daytona,43,David Ragan,5,Ford,2.5,P,425,5379500.0,182.065,6,21,159.491,57,https://www.racing-reference.info/race-results/2011_Coke_Zero_400_Powered_by_Coca-Cola/W
341,341,2011,18,2011-07-09,Kentucky,43,Kyle Busch,1,Toyota,1.5,P,401,4315664.0,,6,32,137.314,20,https://www.racing-reference.info/race-results/2011_Quaker_State_400/W
342,342,2011,19,2011-07-17,Loudon,43,Ryan Newman,1,Chevrolet,1.058,P,318,4567474.0,135.232,10,44,104.1,21,https://www.racing-reference.info/race-results/2011_Lenox_Industrial_Tools_301/W
343,343,2011,20,2011-07-31,Indianapolis,43,Paul Menard,15,Chevrolet,2.5,P,400,7984503.0,182.994,5,22,140.762,22,https://www.racing-reference.info/race-results/2011_Brickyard_400/W
344,344,2011,21,2011-08-07,Pocono,43,Brad Keselowski,13,Dodge,2.5,P,500,4304570.0,172.055,5,21,137.878,23,https://www.racing-reference.info/race-results/2011_Good_Sam_RV_Insurance_500/W
345,345,2011,22,2011-08-15,Watkins Glen,43,Marcos Ambrose,3,Ford,2.45,R,225,4196342.0,126.421,5,14,99.417,14,https://www.racing-reference.info/race-results/2011_Heluva_Good_Sour_Cream_Dips_at_The_Glen/W
346,346,2011,23,2011-08-21,Michigan,43,Kyle Busch,17,Toyota,2.0,P,406,4458087.0,190.345,5,21,150.898,20,https://www.racing-reference.info/race-results/2011_Pure_Michigan_400/W
347,347,2011,24,2011-08-27,Bristol,43,Brad Keselowski,8,Dodge,0.533,P,267,5399412.0,122.811,6,42,96.753,22,https://www.racing-reference.info/race-results/2011_Irwin_Tools_Night_Race/W
348,348,2011,25,2011-09-06,Atlanta,43,Jeff Gordon,5,Chevrolet,1.54,P,501,5341003.0,186.196,9,64,124.623,35,https://www.racing-reference.info/race-results/2011_AdvoCare_500/W
349,349,2011,26,2011-09-10,Richmond,43,Kevin Harvick,7,Chevrolet,0.75,P,300,4395242.0,127.383,15,85,89.91,11,https://www.racing-reference.info/race-results/2011_Wonderful_Pistachios_400/W
350,350,2011,27,2011-09-19,Chicago,43,Tony Stewart,26,Chevrolet,1.5,P,401,5205909.0,183.243,6,25,143.306,22,https://www.racing-reference.info/race-results/2011_GEICO_400/W
351,351,2011,28,2011-09-25,Loudon,43,Tony Stewart,20,Chevrolet,1.058,P,317,4567474.0,135.002,3,14,116.679,19,https://www.racing-reference.info/race-results/2011_Sylvania_300/W
352,352,2011,29,2011-10-02,Dover,43,Kurt Busch,2,Dodge,1.0,P,400,4453581.0,159.004,10,44,119.413,24,https://www.racing-reference.info/race-results/2011_AAA_400/W
353,353,2011,30,2011-10-09,Kansas,43,Jimmie Johnson,19,Chevrolet,1.5,P,408,5205909.0,174.887,6,25,137.181,19,https://www.racing-reference.info/race-results/2011_Hollywood_Casino_400/W
354,354,2011,31,2011-10-15,Charlotte,43,Matt Kenseth,2,Ford,1.5,P,501,4497670.0,191.959,8,34,146.194,16,https://www.racing-reference.info/race-results/2011_Bank_of_America_500/W
355,355,2011,32,2011-10-23,Talladega,43,Clint Bowyer,3,Chevrolet,2.66,P,500,4620146.0,181.367,9,37,143.404,72,https://www.racing-reference.info/race-results/2011_Good_Sam_Club_500/W
356,356,2011,33,2011-10-30,Martinsville,43,Tony Stewart,4,Chevrolet,0.526,P,263,4243646.0,,18,108,68.648,23,https://www.racing-reference.info/race-results/2011_Tums_Fast_Relief_500/W
357,357,2011,34,2011-11-06,Fort Worth,43,Tony Stewart,5,Chevrolet,1.5,P,501,6038908.0,193.736,5,21,152.705,23,https://www.racing-reference.info/race-results/2011_AAA_Texas_500/W
358,358,2011,35,2011-11-13,Phoenix,43,Kasey Kahne,10,Toyota,1.0,P,312,4347996.0,137.101,8,30,112.918,14,https://www.racing-reference.info/race-results/2011_Kobalt_Tools_500/W
359,359,2011,36,2011-11-20,Homestead,43,Tony Stewart,15,Chevrolet,1.5,P,401,4558721.0,175.467,8,54,114.976,26,https://www.racing-reference.info/race-results/2011_Ford_400/W
360,360,2012,1,2012-02-27,Daytona,43,Matt Kenseth,4,Ford,2.5,P,505,17277409.0,194.738,10,42,140.256,25,https://www.racing-reference.info/race-results/2012_Daytona_500/W
361,361,2012,2,2012-03-04,Phoenix,43,Denny Hamlin,13,Toyota,1.0,P,312,4414682.0,136.815,7,37,110.085,25,https://www.racing-reference.info/race-results/2012_Subway_Fresh_Fit_500/W
362,362,2012,3,2012-03-11,Las Vegas,43,Tony Stewart,7,Chevrolet,1.5,P,401,5624358.0,190.456,8,33,137.524,16,https://www.racing-reference.info/race-results/2012_Kobalt_Tools_400/W
363,363,2012,4,2012-03-18,Bristol,43,Brad Keselowski,5,Dodge,0.533,P,267,4866774.0,125.215,5,49,93.037,13,https://www.racing-reference.info/race-results/2012_Food_City_500/W
364,364,2012,5,2012-03-25,Fontana,43,Tony Stewart,9,Chevrolet,2.0,P,258,5147478.0,186.403,1,5,160.166,9,https://www.racing-reference.info/race-results/2012_Auto_Club_400/W
365,365,2012,6,2012-04-01,Martinsville,43,Ryan Newman,5,Chevrolet,0.526,P,271,4385128.0,97.128,7,56,78.823,19,https://www.racing-reference.info/race-results/2012_Goodys_Fast_Relief_500/W
366,366,2012,7,2012-04-14,Fort Worth,43,Greg Biffle,3,Ford,1.5,P,501,6339443.0,190.369,2,10,160.577,18,https://www.racing-reference.info/race-results/2012_Samsung_Mobile_500/W
367,367,2012,8,2012-04-22,Kansas,43,Denny Hamlin,4,Toyota,1.5,P,401,4667855.0,175.993,3,18,144.122,14,https://www.racing-reference.info/race-results/2012_STP_400/W
368,368,2012,9,2012-04-28,Richmond,43,Kyle Busch,5,Toyota,0.75,P,300,4470158.0,128.327,5,31,105.202,14,https://www.racing-reference.info/race-results/2012_Capital_City_400_Presented_by_Virginia_is_for_Lovers/W
369,369,2012,10,2012-05-06,Talladega,43,Brad Keselowski,13,Dodge,2.66,P,516,5350420.0,191.623,5,24,160.192,34,https://www.racing-reference.info/race-results/2012_Aarons_499/W
370,370,2012,11,2012-05-12,Darlington,43,Jimmie Johnson,2,Chevrolet,1.366,P,503,4983563.0,180.257,8,38,133.802,22,https://www.racing-reference.info/race-results/2012_Bojangles_Southern_500/W
371,371,2012,12,2012-05-27,Charlotte,43,Kasey Kahne,7,Chevrolet,1.5,P,600,5760429.0,192.94,5,23,155.687,31,https://www.racing-reference.info/race-results/2012_Coca-Cola_600/W
372,372,2012,13,2012-06-03,Dover,43,Jimmie Johnson,2,Chevrolet,1.0,P,400,5172267.0,158.297,7,32,122.835,17,https://www.racing-reference.info/race-results/2012_FedEx_400_Benefiting_Autism_Speaks/W
373,373,2012,14,2012-06-10,Pocono,43,Joey Logano,1,Toyota,2.5,P,400,4392928.0,179.598,7,35,131.004,19,https://www.racing-reference.info/race-results/2012_Pocono_400/W
374,374,2012,15,2012-06-17,Michigan,43,"Dale Earnhardt, Jr.",17,Chevrolet,2.0,P,400,4549042.0,203.241,8,39,139.144,23,https://www.racing-reference.info/race-results/2012_Quicken_Loans_400/W
